id,tweet
1338876692073426944,Mo Brooks: ‘Trump Won the Electoral College‘ --- I Can Be a Part of the ‘Surrender Caucus‘ or I Can Fight for Our Country via @BreitbartNews
1338871862315667456,Tremendous evidence pouring in on voter fraud. There has never been anything like this in our Country!
1338852676654821376,"68% error rate in Michigan Voting Machines. Should be, by law, a tiny percentage of one percent. Did Michigan Secretary of State break the law? Stay tuned!"
1338851758819389441,"Tremendous problems being found with voting machines. They are so far off it is ridiculous. Able to take a landslide victory and reduce it to a tight loss. This is not what the USA is all about. Law enforcement shielding machines. DO NOT TAMPER, a crime. Much more to come!"
1338718081443622912,"Thank you Kevin. Many Trump votes were routed to Biden. The highly respected Michigan Judge released this epic report. True all over the Country. This Fake Election can no longer stand. Get moving Republicans. Big Swing State Win! 75,000,000 VOTES."
1338715842931023873,"This is BIG NEWS. Dominion Voting Machines are a disaster all over the Country. Changed the results of a landslide election. Can’t let this happen. Thank you for the genius, bravery, and patriotism of the Judge. Should get a medal!"
1338614514493878273,"...Deputy Attorney General Jeff Rosen, an outstanding person, will become Acting Attorney General. Highly respected Richard Donoghue will be taking over the duties of Deputy Attorney General. Thank you to all!"
1338614499981602819,"Just had a very nice meeting with Attorney General Bill Barr at the White House. Our relationship has been a very good one, he has done an outstanding job! As per letter, Bill will be leaving just before Christmas to spend the holidays with his family..."
1338574268154646528,WOW. This report shows massive fraud. Election changing result!
1338490171801661441,First Vaccine Administered. Congratulations USA! Congratulations WORLD!
1338483200046354434,"“Why did the Swing States stop counting in the middle of the night?” @MariaBartiromo Because they waited to find out how many ballots they had to produce in order to steal the Rigged Election. They were so far behind that they needed time, & a fake “water main break”, to recover!"
1338348880182829061,"What a fool Governor @BrianKempGA of Georgia is. Could have been so easy, but now we have to do it the hard way. Demand this clown call a Special Session and open up signature verification, NOW. Otherwise, could be a bad day for two GREAT Senators on January 5th."
1338347204440952832,"Democrats weakened the Signature Verification (and other) safeguards in Georgia. @staceyabrams played @BrianKempGA & Secretary of State, for fools. Consent Decree, which is terrible for Republicans (and honest people!), must be opened up NOW - David, Kelly, and I will then win!"
1338327779956363265,"Oh no! What is going on? This is not good news, even for “Indians”. Cancel culture at work!"
1338325735778476035,"People working in the White House should receive the vaccine somewhat later in the program, unless specifically necessary. I have asked that this adjustment be made. I am not scheduled to take the vaccine, but look forward to doing so at the appropriate time. Thank you!"
1338263195941818370,"Vaccines are shipped and on their way, FIVE YEARS AHEAD OF SCHEDULE. Get well USA. Get well WORLD. We love you all!"
1338254787675041802,"....place in Detroit, Philadelphia, Milwaukee, Atlanta, Pittsburgh, and elsewhere. In all Swing State cases, there are far more votes than are necessary to win the State, and the Election itself. Therefore, VOTES CANNOT BE CERTIFIED. THIS ELECTION IS UNDER PROTEST!"
1338254787020787712,".....and many others voted illegally. Also, machine “glitches” (another word for FRAUD), ballot harvesting, non-resident voters, fake ballots, “stuffing the ballot box”, votes for pay, roughed up Republican Poll Watchers, and sometimes even more votes than people voting, took...."
1338254785666043908,"Swing States that have found massive VOTER FRAUD, which is all of them, CANNOT LEGALLY CERTIFY these votes as complete & correct without committing a severely punishable crime. Everybody knows that dead people, below age people, illegal immigrants, fake signatures, prisoners,...."
1338246404075118595,...They just “chickened out” and didn’t want to rule on the merits of the case. So bad for our Country!
1338246403164954629,"The fact that the Supreme Court wouldn’t find standing in an original jurisdiction matter between multiple states, and including the President of the States, is absurd. It is enumerated in the Constitution..."
1338246164756520961,"...Tens of millions of haphazardly ballots sent, with some people getting two, three, or four ballots. We will never give up!"
1338246163368046593,"The RINOS that run the state voting apparatus have caused us this problem of allowing the Democrats to so blatantly cheat in their attempt to steal the election, which we won overwhelmingly. How dare they allow this massive and ridiculous Mail-In Voting to occur..."
1338149139205550086,THE BIGGEST WINNER OF OUR NEW DEFENSE BILL IS CHINA!. I WILL VETO!
1338145849784872965,MOST CORRUPT ELECTION IN U.S. HISTORY!
1338145479725633537,How do states and politicians confirm an election where corruption and irregularities are documented throughout? A Swing State hustle!
1338139379777286144,"The drug companies are going crazy putting up nasty ads against me asking to “withdraw my Favored Nation’s Executive Order”. They don’t want the U.S. to have the lowest drug prices in the world, but we now will. Big reductions coming. No other politician would do this!!!"
1337840500561367046,"If failing Governor @BrianKempGA would allow signature verification, David & Kelly would WIN!"
1337790419875352576,"The Supreme Court had ZERO interest in the merits of the greatest voter fraud ever perpetrated on the United States of America. All they were interested in is “standing”, which makes it very difficult for the President to present a case on the merits. 75,000,000 votes!"
1337774011376340992,"Wow! Thousands of people forming in Washington (D.C.) for Stop the Steal. Didn’t know about this, but I’ll be seeing them! #MAGA"
1337772511870799872,"Why didn’t Bill Barr reveal the truth to the public, before the Election, about Hunter Biden. Joe was lying on the debate stage that nothing was wrong, or going on - Press confirmed. Big disadvantage for Republicans at the polls!"
1337755964339081216,WE HAVE JUST BEGUN TO FIGHT!!!
1337755490563010560,"IF Biden gets in, nothing will happen to Hunter or Joe. Barr will do nothing, and the new group of partisan killers coming in will quickly kill it all. Same thing with Durham. We caught them cold, spying, treason & more (the hard part), but “Justice” took too long. Will be DOA!"
1337753159905767425,I have been doing this. I agree!
1337749020706549762,"Who is a worse governor, @BrianKempGA of Georgia or @dougducey of Arizona??? These are two RINO Republicans who fought against me and the Republican Party harder than any Democrat. They allowed states that I won easily to be stolen. Never forget, vote them out of office!"
1337745268591259648,"I WON THE ELECTION IN A LANDSLIDE, but remember, I only think in terms of legal votes, not all of the fake voters and fraud that miraculously floated in from everywhere! What a disgrace!"
1337743516294934529,"“Justices Alito and Thomas say they would have allowed Texas to proceed with its election lawsuit.” @seanhannity This is a great and disgraceful miscarriage of justice. The people of the United States were cheated, and our Country disgraced. Never even given our day in Court!"
1337736917484449792,"Georgia GOP Chair Says ‘We Are Trusting No One,’ Promises ‘Eyes on Every Part’ of Voting Process via @BreitbartNews You can’t rely on @BrianKempGA. Unlike other governors for the many states I won, he lost total control. Signature verification???"
1337634953211817984,"“We’ve not gotten any court to judge this (the vote) on its merit.” @DanPatrick of Texas. It is a legal disgrace, an embarrassment to the USA!!!"
1337632918869569537,FDA APPROVES PFIZER VACCINE FOR EMERGENCY USE!!!
1337629306919538694,"....that, after careful study and consideration, think you got “screwed”, something which will hurt them also. Many others likewise join the suit but, within a flash, it is thrown out and gone, without even looking at the many reasons it was brought. A Rigged Election, fight on!"
1337629305405321216,"So, you’re the President of the United States, and you just went through an election where you got more votes than any sitting President in history, by far - and purportedly lost. You can’t get “standing” before the Supreme Court, so you “intervene” with wonderful states....."
1337620892139081728,"The Supreme Court really let us down. No Wisdom, No Courage!"
1337617459742969857,"....The American people deserve answers, better late than never.” @IngrahamAngle"
1337617458962817028,"“Don’t the voters have to know what the Federal prosecutor’s know. The establishment failed us. The media, congressional leaders, the Democrat Party? No wonder 74 (a pres. record) million Americans voted for Donald Trump, & they still don’t believe the outcome of this election..."
1337526606445809665,"Georgia, where is signature verification approval? What do you have to lose? Must move quickly! @BrianKempGA @GeoffDuncanGA @GaSecofState"
1337494507756072961,"If the Supreme Court shows great Wisdom and Courage, the American People will win perhaps the most important case in history, and our Electoral Process will be respected again!"
1337494429221916674,"If the two Senators from Georgia should lose, which would be a horrible thing for our Country, I am the only thing that stands between “Packing the Court” (last number heard, 25), and preserving it. I will not, under any circumstances, Pack the Court!"
1337420100375339010,“Donald Trump must get the credit for the vaccines. It is a miracle.” @Varneyco
1337400706551123969,"Now it turns out that the Democrats want the Pack the Court with 26 Justices. This would be terrible, and must be stopped. Even Justice RBG was strongly opposed!"
1337385736530780161,"Now that the Biden Administration will be a scandal plagued mess for years to come, it is much easier for the Supreme Court of the United States to follow the Constitution and do what everybody knows has to be done. They must show great Courage & Wisdom. Save the USA!!!"
1337379719872974852,"Now it turns out that my phone call to the President of Ukraine, which many, including me, have called “perfect”, was even better than that. I predicted Biden corruption, said to call the A.G., who perhaps knew of the corruption during the impeachment hoax?"
1337373146652020736,I just want to stop the world from killing itself!
1337372201662746625,"The Swine Flu (H1N1), and the attempt for a vaccine by the Obama Administration, with Joe Biden in charge, was a complete and total disaster. Now they want to come in and take over one of the “greatest and fastest medical miracles in modern day history.” I don’t think so!"
1337369403638362114,"While my pushing the money drenched but heavily bureaucratic @US_FDA saved five years in the approval of NUMEROUS great new vaccines, it is still a big, old, slow turtle. Get the dam vaccines out NOW, Dr. Hahn @SteveFDA. Stop playing games and start saving lives!!!"
1337363864565010435,"No war with North Korea, tamed fighting in Idlib Province and many other places. NO WARS STARTED BY U.S., Troop removals all over, and so much more. Thank you Larry!"
1337220913528532992,"Why didn’t the Fake News Media, the FBI and the DOJ report the Biden matter BEFORE the Election. Oh well, it’s OK, we won the Election anyway - 75,000,000 VOTES!!!"
1337202242290671617,Tremendous support from all over the Country. All we ask is COURAGE & WISDOM from those that will be making one of the most important decisions in our Country’s history. God bless you!
1337195587771510784,"19 states are fighting for us, almost unheard of support!"
1337195257776238592,"No Presidential candidate ever came even close to losing an Election who won Iowa, Florida and Ohio. I won all three, by a lot!"
1337193947941249026,"So true, a must read!"
1337067127455539201,Morocco recognized the United States in 1777. It is thus fitting we recognize their sovereignty over the Western Sahara.
1337067073051238400,Another HISTORIC breakthrough today! Our two GREAT friends Israel and the Kingdom of Morocco have agreed to full diplomatic relations – a massive breakthrough for peace in the Middle East!
1337067019385057290,"Today, I signed a proclamation recognizing Moroccan sovereignty over the Western Sahara. Morocco's serious, credible, and realistic autonomy proposal is the ONLY basis for a just and lasting solution for enduring peace and prosperity!"
1337052585547755523,"Great. Most corrupt Election in history, by far. We won!!!"
1337042714924380166,"....The fact that our Country is being stolen. A coup is taking place in front of our eyes, and the public can’t take this anymore.” A Trump fan at Georgia Rally on @OANN Bad!"
1337042713544417282,"“People are upset, and they have a right to be. Georgia not only supported Trump in 2016, but now. This is the only State in the Deep South that went for Biden? Have they lost their minds? This is going to escalate dramatically. This is a very dangerous moment in our history...."
1337042201738612736,"“Donald Trump won by a landslide, and they stole it from him!” @seanhannity"
1337041669368258565,How does Governor @BrianKempGA allow certification of votes without verifying signatures and despite the recently released tape of ballots being stuffed? His poll numbers have dropped like a rock. He is finished as governor! @RepDougCollins
1337040883988959232,How can you give an election to someone who lost the election by hundreds of thousands of legal votes in each of the swing states. How can a country be run by an illegitimate president?
1337040387349893121,The Supreme Court has a chance to save our Country from the greatest Election abuse in the history of the United States. 78% of the people feel (know!) the Election was RIGGED.
1336847458836631553,“10% of voters would have changed their vote if they knew about Hunter Biden.” Miranda Devine @nypost @TuckerCarlson But I won anyway!
1336844470994821126,"“If you’re looking for Election Rigging, look no further. That’s what this is. They kept information from the public in order to influence the outcome of the Election. They RIGGED it.” @TuckerCarlson"
1336811823232921600,Wow! At least 17 States have joined Texas in the extraordinary case against the greatest Election Fraud in the history of the United States. Thank you!
1336733602902659075,"At 10:00 P.M. on Election Evening, we were at 97% win with the so-called “bookies”."
1336730906107768842,"If somebody cheated in the Election, which the Democrats did, why wouldn’t the Election be immediately overturned? How can a Country be run like this?"
1336691981981016066,"No candidate has ever won both Florida and Ohio and lost. I won them both, by a lot! #SupremeCourt"
1336691515398250498,"We will soon be learning about the word “courage”, and saving our Country. I received hundreds of thousands of legal votes more, in all of the Swing States, than did my opponent. ALL Data taken after the vote says that it was impossible for me to lose, unless FIXED!"
1336686867656355850,This case had nothing to do with me. Fake News (as usual!).
1336682635725320193,STOCK MARKETS AT NEW ALL TIME HIGHS!!!
1336680713568071681,There is massive evidence of widespread fraud in the four states (plus) mentioned in the Texas suit. Just look at all of the tapes and affidavits!
1336678973980487681,Germany has consistently been used by my obnoxious critics as the country that we should follow on the way to handle the China Virus. So much for that argument. I love Germany - Vaccines on the way!!!
1336668083822473221,We will be INTERVENING in the Texas (plus many other states) case. This is the big one. Our Country needs a victory!
1336666810742149120,"This was not my case as has been so incorrectly reported. The case that everyone has been waiting for is the State’s case with Texas and numerous others joining. It is very strong, ALL CRITERIA MET. How can you have a presidency when a vast majority think the election was RIGGED?"
1336439050488647681,NASDAQ and S&P close at all-time highs. Congratulations!
1336407510069161988,They got caught because we were leading by so much more than they ever thought possible. Late night ballot “dumps” went crazy!
1336407243743498246,Thank you and congratulations to General Flynn. He and his incredible family have suffered greatly!
1336404093028478976,.@BrianKempGA and puppet @GeoffDuncanGA. Your poll numbers are tanking like seldom seen before. Always said Georgians are smart!
1336385153929793536,"Governor Kemp (@BrianKempGA) is down 18 points in a recent poll. Don’t believe it, must be more!"
1336369809529966592,FOR COURAGE & BRILLIANCE!
1336322408970559495,Thank you to Speaker Cutler and all others in Pennsylvania and elsewhere who fully understand what went on in the 2020 Election. It’s called total corruption!
1336320843484286977,"...And it’s not normal when a sitting Senator is forced to retire because his Arizona poll numbers were so low that he would have come out dead last in the Republican Primary, and had zero chance of winning the general election. Great job Jeff!"
1336318760106471424,"I hope House Republicans will vote against the very weak National Defense Authorization Act (NDAA), which I will VETO. Must include a termination of Section 230 (for National Security purposes), preserve our National Monuments, & allow for 5G & troop reductions in foreign lands!"
1336177638528983041,"Georgia is watching @BrianKempGA, @GeoffDuncanGA, and @GaSecofState!"
1336148836495069185,Georgia Lt. Governor @GeoffDuncanGA is a RINO Never Trumper who got himself elected as LG by falsely claiming to be “pro-Trump”. Too dumb or corrupt to recognize massive evidence of fraud in GA & should be replaced! We need every great Georgian to call him out! #SpecialSession!
1336122354003537921,“Georgia is not the only state that pushed through these last minute rules changes before the presidential election.” @marthamaccallum They forgot about our Constitution!
1336114633485266944,Mail-In rejection rate was minuscule compared to what it used to be. Ken Starr Meaning that massive numbers of bad votes were pouring in!
1336113603116752897,State officials were ignorant of the limitations imposed by the Constitution. Ken Starr
1336112582424473600,"“These actions on the part of State Officials, making these changes, were violating the Constitution of the U.S. They were usurping power.” Ken Starr"
1336110929856040960,"RINOS @BrianKempGA, @GeoffDuncanGA, & Secretary of State Brad Raffensperger, will be solely responsible for the potential loss of our two GREAT Senators from Georgia, @sendavidperdue & @KLoeffler. Won’t call a Special Session or check for Signature Verification! People are ANGRY!"
1335971721262796801,"The Republican Governor of Georgia refuses to do signature verification, which would give us an easy win. What’s wrong with this guy? What is he hiding?"
1335766342385930241,True. Great debate for Kelly!
1335761079750766592,SO TRUE. NO WAY WE LOST THIS ELECTION!
1335739297459265537,"A MUST WATCH! Hope the lawyers are all taking notes. All FACTS, do not flag this Twitter!"
1335736235239804928,"Gee, what a surprise. Has anyone informed the so-called (says he has no power to do anything!) Governor @BrianKempGA & his puppet Lt. Governor @GeoffDuncanGA, that they could easily solve this mess, & WIN. Signature verification & call a Special Session. So easy!"
1335716932604076034,Now spreading Fake News!
1335713485020401671,So much truth to this!
1335679426516881409,".@RudyGiuliani, by far the greatest mayor in the history of NYC, and who has been working tirelessly exposing the most corrupt election (by far!) in the history of the USA, has tested positive for the China Virus. Get better soon Rudy, we will carry on!!!"
1335673568089301003,Will not happen. Suppression of thought!
1335663612954898434,"...I WON THE ELECTION, BIG."
1335657565733212162,".@FoxNews daytime is not watchable. In a class with CNN & MSDNC. Check out @OANN, @newsmax and others that are picking up the slack. Even a boring football game, kneeling and all, is better!"
1335467992419889153,And getting a total pass from the media!
1335464302766149632,Great job Dan. People are watching!
1335460410267488261,"***Live Updates*** Trump Holds Georgia Rally for Sens. Loeffler, Perdue via @BreitbartNews. A great evening in beautiful Georgia!"
1335413770139549697,"The answer to the Democrat voter fraud is not to stay at home - that’s what Pelosi and Schumer want you to do. If you want revenge on the Democrats for their efforts to steal the Presidential election, where we are fighting hard, you have to show up and vote in RECORD numbers!"
1335413152146550788,"Register to vote before Monday 12/7. Register now on then request your absentee ballot before 12/31 - do it TODAY, and return your ballot the same day you get it. If you aren’t planning to vote by mail, vote early in person, or vote on Election Day!"
1335351633459310593,"...We received more LEGAL votes by far. All I can do is run, campaign, and be a good (great!) President – it is 100% up to the states to manage the election. Republicans will NEVER forget this."
1335351629810286592,"Between Governor @DougDucey of Arizona and Governor @BrianKempGA of Georgia, the Democrat Party could not be happier. They fight harder against us than do the Radical Left Dems. If they were with us, we would have already won both Arizona and Georgia..."
1335344435048054785,Leaving for Georgia now. See you soon!
1335336916582084614,"But you never got the signature verification! Your people are refusing to do what you ask. What are they hiding? At least immediately ask for a Special Session of the Legislature. That you can easily, and immediately, do. #Transparency"
1335281344302104577,"25, wow! I am surprised there are so many. We have just begun to fight. Please send me a list of the 25 RINOS. I read the Fake News Washington Post as little as possible!"
1335268230206722048,"I will easily & quickly win Georgia if Governor @BrianKempGA or the Secretary of State permit a simple signature verification. Has not been done and will show large scale discrepancies. Why are these two “Republicans” saying no? If we win Georgia, everything else falls in place!"
1335260785510146048,"See you tonight at 7PM, Georgia!"
1335001911460843521,"See you tomorrow night at 7PM, Valdosta, Georgia!"
1334993249082236931,"Thank you to Senate President Karen Fann and House Speaker Russell Bowers – and all, for what you are doing in Arizona. A fast check of signatures will easily give us the state. Votes against have been reduced to a very small number!"
1334991611403640838,Watch @SeanHannity tonight at 9:00 P.M. Eastern — story on Voter Fraud!
1334991357144944643,STOCK MARKET REACHES NEW ALL-TIME HIGH!
1334949289160740866,"The only thing more RIGGED than the 2020 Presidential Election is the FAKE NEWS SUPPRESSED MEDIA. No matter how big or important the story, if it is even slightly positive for “us”, or negative for “them”, it will not be reported!"
1334858997367771137,MAKE AMERICA GREAT AGAIN!
1334858416523780097,"A provision is in the NDAA for the renaming, or even desecration, of National Monuments in National Parks. This is not what our Country wants!"
1334848556176379907,"Whistleblowers reveal that the USPS is responsible for tampering with hundreds of thousands of ballots. @OANN This long time Democrat stronghold got rid of massive numbers, especially in swing states, during and before delivery of the ballots. Well documented evidence!"
1334846272164032512,Big Rally Saturday Night in Georgia!!!
1334846048536317956,A great person who did a fantastic job. Thank you Alyssa!
1334740327643705344,@JimInhofe What good is having a very expensive National Defense Authorization Act if Big Tech can run circles around you and the security of our Country? End Section 230 now! #NDAA
1334738533635010560,"But doesn’t get rid of Big Tech’s windfall, Section 230, a grave threat to National Security. I will VETO!"
1334718387583377408,"Very sadly for our Nation, it looks like Senator @JimInhofe will not be putting the Section 230 termination clause into the Defense Bill. So bad for our National Security and Election Integrity. Last chance to ever get it done. I will VETO!"
1334711509977608192,"The best way to insure a @KLoeffler and @sendavidperdue VICTORY is to allow signature checks in the Presidential race, which will insure a Georgia Presidential win (very few votes are needed, many will be found). Spirits will soar and everyone will rush out and VOTE! @BrianKempGA"
1334670866051981312,People in Georgia got caught cold bringing in massive numbers of ballots and putting them in “voting” machines. Great job @BrianKempGA!
1334667685536411648,"Governor @dougducey of Arizona hired a lawyer today. Wouldn’t allowing a strong check of ballots, which would be easier and so much better for our Country, be easier on him and the great State of Arizona?"
1334617669316845580,"“Nevada Court Hears Of USPS Witness Obstruction, Flawed Machine Inspections, And Deceased Voters”"
1334611537688809472,"“Nevada 'fraud': 1,500 ‘dead’ voters, 42,248 voted ‘multiple times,’ RV camps as 'homes'”"
1334606278388277253,“Dominion contractor at Detroit counting center says thousands of ballots were scanned multiple times”
1334600813327609880,“Pro-Biden effort offered Native Americans $25-$500 Visa gift cards and jewelry to vote”
1334573529107460096,"Wow! Blockbuster testimony taking place right now in Georgia. Ballot stuffing by Dems when Republicans were forced to leave the large counting room. Plenty more coming, but this alone leads to an easy win of the State!"
1334534181314031617,Thank you to Representative Mo Brooks!
1334530110238695429,Georgia hearings now on @OANN. Amazing!
1334520681212633090,"The “Republican” Governor of Georgia, @BrianKempGA, and the Secretary of State, MUST immediately allow a signature verification match on the Presidential Election. If that happens, we quickly and easily win the State and importantly, pave the way for a big David and Kelly WIN!"
1334517145288527882,"Looks like certain Republican Senators are getting cold feet with respect to the termination of Big Tech’s Section 230, a National Security and Election Integrity MUST. For years, all talk, no action. Termination must be put in Defense Bill!!!"
1334282156349267970,"In Arizona, it turns out that 3% of the votes cast in the 100 count vote sampling were tainted or worse. This would be, if carried forward, approximately 90,000 votes more than we would need to win the State. Now we were granted a much larger sample to work with. Wow!"
1334240039639937026,"Statement by Donald J. Trump, The President of the United States Full Video:"
1334174044984401920,"Will be going to Georgia for a big Trump Rally in support of our two great Republican Senators, David and Kelly. They are fantastic people who love their Country and love their State. We must work hard and be sure they win. #USA"
1334160124085145603,"Thank you to @SenTomCotton for the really nice words on all we are doing, and have done. We will win!"
1334155285909409801,Big voter fraud hearings today in the Great State of Michigan. This election is a far bigger scandal (FRAUD!) than anyone would have thought - not even close. Watch today!
1333986142157496320,The Fake News refuses to report this!
1333979211745341441,Pardon investigation is Fake News!
1333975991518187521,Rigged Election. Show signatures and envelopes. Expose the massive voter fraud in Georgia. What is Secretary of State and @BrianKempGA afraid of. They know what we’ll find!!!
1333965375839621120,".....Therefore, if the very dangerous & unfair Section 230 is not completely terminated as part of the National Defense Authorization Act (NDAA), I will be forced to unequivocally VETO the Bill when sent to the very beautiful Resolute desk. Take back America NOW. Thank you!"
1333965375193624578,"Section 230, which is a liability shielding gift from the U.S. to “Big Tech” (the only companies in America that have it - corporate welfare!), is a serious threat to our National Security & Election Integrity. Our Country can never be safe & secure if we allow it to stand....."
1333922807869284352,.@RealDrGina — Good luck on your new show tonight on @RealAmVoice at 7:00 P.M. Eastern. I know it will be a big hit!
1333875814585282567,Jesse Morgan—a truck driver (subcontractor) with USPS in PENNSYLVANIA...
1333858605179809792,LIVE NOW! Press Conference by Amistad Project: “Election Whistleblowers Come Forward”
1333857049294344194,Michigan voter fraud hearing going on now!
1333856259662077954,Hope everybody is watching @OANN right now. Other media afraid to show. People are coming forward like never before. Large truck carrying hundreds of thousands of fraudulent (FAKE) ballots to a voting center? TERRIBLE - SAVE AMERICA!
